index,session_id,total_pages,avg_scroll_depth,avg_mouse_movements,avg_time_on_page,user_id,first_timestamp,last_timestamp,session_duration_sec,requests_per_sec,bot_score,classification,actual_label,if_baseline_pred,if_baseline_bot,pages_per_min,scroll_per_sec,if_pred,if_anomaly_score,if_bot,svm_pred,svm_bot,final_bot
21,S000022,4,73.0,99.25,83.5,U0022,2024-01-20 16:03:06.000000,2024-01-20 16:04:36.000000,90.0,0.0444444444444444,0,Human,Human,1,0,2.6666666666666665,0.8111111111111111,1,-0.5023007128823264,0,1,0,0
22,S000023,3,80.33333333333333,114.0,105.0,U0023,2024-01-12 09:02:02.000000,2024-01-12 09:03:02.000000,60.0,0.05,0,Human,Human,-1,1,3.0,1.3388888888888888,-1,-0.5892682349763368,1,1,0,1
23,S000024,9,72.44444444444444,135.22222222222223,102.44444444444444,U0024,2024-01-25 09:09:38.000000,2024-01-25 09:13:38.000000,240.0,0.0375,0,Human,Human,1,0,2.25,0.30185185185185187,1,-0.4408743937731327,0,1,0,0
24,S000025,6,61.0,96.0,76.16666666666667,U0025,2024-01-03 22:06:26.000000,2024-01-03 22:08:56.000000,150.0,0.04,0,Human,Human,1,0,2.4,0.4066666666666667,1,-0.4739785070119637,0,1,0,0
25,S000026,13,69.76923076923077,128.3846153846154,119.6923076923077,U0026,2024-01-27 10:15:22.000000,2024-01-27 10:21:22.000000,360.0,0.0361111111111111,0,Human,Human,1,0,2.1666666666666665,0.1938034188034188,1,-0.41597091590101903,0,1,0,0
26,S000027,3,73.33333333333333,85.0,115.66666666666669,U0027,2024-01-28 13:01:02.000000,2024-01-28 13:02:02.000000,60.0,0.05,0,Human,Human,1,0,3.0,1.222222222222222,1,-0.5511217901948557,0,1,0,0
27,S000028,7,70.14285714285714,141.85714285714286,117.28571428571428,U0028,2024-01-08 00:05:37.000000,2024-01-08 00:08:37.000000,180.0,0.0388888888888888,0,Human,Human,1,0,2.3333333333333335,0.3896825396825397,1,-0.4586955870160227,0,1,0,0
28,S000029,13,56.76923076923077,124.92307692307692,111.3076923076923,U0029,2024-01-10 10:13:40.000000,2024-01-10 10:19:40.000000,360.0,0.0361111111111111,0,Human,Human,1,0,2.1666666666666665,0.1576923076923077,1,-0.5002651719803335,0,-1,1,0
29,S000030,6,68.0,68.66666666666667,105.33333333333331,U0030,2024-01-10 05:05:36.000000,2024-01-10 05:08:06.000000,150.0,0.04,0,Human,Human,1,0,2.4,0.4533333333333333,1,-0.48942979551546156,0,1,0,0
30,S000031,12,70.75,136.0,96.08333333333331,U0031,2024-01-22 21:09:56.000000,2024-01-22 21:15:26.000000,330.0,0.0363636363636363,0,Human,Human,1,0,2.1818181818181817,0.2143939393939394,1,-0.42848660427785507,0,1,0,0
31,S000032,4,70.25,122.25,104.0,U0032,2024-01-04 15:04:06.000000,2024-01-04 15:05:36.000000,90.0,0.0444444444444444,0,Human,Human,1,0,2.6666666666666665,0.7805555555555556,1,-0.5023068528852872,0,1,0,0
32,S000033,6,71.83333333333333,150.0,134.5,U0033,2024-01-22 15:07:33.000000,2024-01-22 15:10:03.000000,150.0,0.04,0,Human,Human,1,0,2.4,0.47888888888888886,1,-0.5106793928832429,0,1,0,0
33,S000034,8,62.625,118.75,111.0,U0034,2024-01-15 11:05:38.000000,2024-01-15 11:09:08.000000,210.0,0.0380952380952381,0,Human,Human,1,0,2.2857142857142856,0.2982142857142857,1,-0.4348238492836734,0,1,0,0
34,S000035,8,65.25,109.5,84.0,U0035,2024-01-05 20:06:00.000000,2024-01-05 20:09:30.000000,210.0,0.0380952380952381,0,Human,Human,1,0,2.2857142857142856,0.3107142857142857,1,-0.4101370011335646,0,1,0,0
35,S000036,9,63.0,108.66666666666669,91.0,U0036,2024-01-25 11:09:41.000000,2024-01-25 11:13:41.000000,240.0,0.0375,0,Human,Human,1,0,2.25,0.2625,1,-0.4207822791153164,0,1,0,0
36,S000037,4,61.25,120.0,129.25,U0037,2024-01-28 23:03:41.000000,2024-01-28 23:05:11.000000,90.0,0.0444444444444444,0,Human,Human,1,0,2.6666666666666665,0.6805555555555556,1,-0.5259919776168481,0,1,0,0
37,S000038,10,65.8,108.0,119.0,U0038,2024-01-20 16:09:41.000000,2024-01-20 16:14:11.000000,270.0,0.037037037037037,0,Human,Human,1,0,2.2222222222222223,0.2437037037037037,1,-0.3951436306093707,0,1,0,0
38,S000039,9,63.66666666666666,115.22222222222224,96.0,U0039,2024-01-29 22:09:43.000000,2024-01-29 22:13:43.000000,240.0,0.0375,0,Human,Human,1,0,2.25,0.2652777777777777,1,-0.41422884286664996,0,1,0,0
39,S000040,12,74.0,92.58333333333331,86.66666666666667,U0040,2024-01-06 14:11:16.000000,2024-01-06 14:16:46.000000,330.0,0.0363636363636363,0,Human,Human,1,0,2.1818181818181817,0.22424242424242424,1,-0.410086370141181,0,1,0,0
40,S000041,11,66.9090909090909,103.1818181818182,96.9090909090909,U0041,2024-01-17 21:11:45.000000,2024-01-17 21:16:45.000000,300.0,0.0366666666666666,0,Human,Human,1,0,2.2,0.22303030303030302,1,-0.39980218854711735,0,1,0,0
41,S000042,9,64.88888888888889,117.55555555555556,118.11111111111111,U0042,2024-01-13 10:07:24.000000,2024-01-13 10:11:24.000000,240.0,0.0375,0,Human,Human,1,0,2.25,0.27037037037037037,1,-0.40948176484248516,0,1,0,0
42,S000043,7,78.57142857142857,111.85714285714286,110.28571428571428,U0043,2024-01-02 13:05:29.000000,2024-01-02 13:08:29.000000,180.0,0.0388888888888888,0,Human,Human,1,0,2.3333333333333335,0.4365079365079365,1,-0.4595674262851104,0,1,0,0
43,S000044,4,66.25,132.5,107.25,U0044,2024-01-19 02:02:30.000000,2024-01-19 02:04:00.000000,90.0,0.0444444444444444,0,Human,Human,1,0,2.6666666666666665,0.7361111111111112,1,-0.5241973653620068,0,1,0,0
44,S000045,15,69.13333333333334,107.73333333333332,96.06666666666666,U0045,2024-01-28 06:15:13.000000,2024-01-28 06:22:13.000000,420.0,0.0357142857142857,0,Human,Human,1,0,2.142857142857143,0.1646031746031746,1,-0.43482660765848774,0,1,0,0
45,S000046,14,73.0,86.85714285714286,104.78571428571428,U0046,2024-01-07 17:13:06.000000,2024-01-07 17:19:36.000000,390.0,0.0358974358974358,0,Human,Human,1,0,2.1538461538461537,0.18717948717948718,1,-0.43186019091875305,0,1,0,0
46,S000047,7,67.71428571428571,138.0,98.0,U0047,2024-01-27 16:05:46.000000,2024-01-27 16:08:46.000000,180.0,0.0388888888888888,0,Human,Human,1,0,2.3333333333333335,0.37619047619047613,1,-0.4474424898986998,0,1,0,0
47,S000048,10,75.9,91.3,108.3,U0048,2024-01-07 17:07:33.000000,2024-01-07 17:12:03.000000,270.0,0.037037037037037,0,Human,Human,1,0,2.2222222222222223,0.28111111111111114,1,-0.4294848976277792,0,1,0,0
48,S000049,6,62.333333333333336,99.0,119.0,U0049,2024-01-11 06:04:39.000000,2024-01-11 06:07:09.000000,150.0,0.04,0,Human,Human,1,0,2.4,0.41555555555555557,1,-0.46373263061355563,0,1,0,0
49,S000050,7,70.57142857142857,133.28571428571428,98.28571428571428,U0050,2024-01-24 11:05:38.000000,2024-01-24 11:08:38.000000,180.0,0.0388888888888888,0,Human,Human,1,0,2.3333333333333335,0.39206349206349206,1,-0.44275094923857317,0,1,0,0
50,S000051,11,69.0909090909091,132.27272727272728,87.18181818181819,U0051,2024-01-22 17:10:50.000000,2024-01-22 17:15:50.000000,300.0,0.0366666666666666,0,Human,Human,1,0,2.2,0.23030303030303031,1,-0.4192405658538558,0,1,0,0
51,S000052,10,64.6,124.9,101.0,U0052,2024-01-08 09:09:53.000000,2024-01-08 09:14:23.000000,270.0,0.037037037037037,0,Human,Human,1,0,2.2222222222222223,0.23925925925925923,1,-0.4107575799351365,0,1,0,0
52,S000053,6,68.83333333333333,63.16666666666666,127.66666666666669,U0053,2024-01-11 05:04:26.000000,2024-01-11 05:06:56.000000,150.0,0.04,0,Human,Human,1,0,2.4,0.45888888888888885,1,-0.5065944981582869,0,-1,1,0
53,S000054,9,67.33333333333333,127.0,92.11111111111111,U0054,2024-01-02 13:08:52.000000,2024-01-02 13:12:52.000000,240.0,0.0375,0,Human,Human,1,0,2.25,0.28055555555555556,1,-0.4214378274939697,0,1,0,0
54,S000055,5,73.4,108.6,85.4,U0055,2024-01-05 01:03:41.000000,2024-01-05 01:05:41.000000,120.0,0.0416666666666666,0,Human,Human,1,0,2.5,0.6116666666666667,1,-0.458531899905307,0,1,0,0
55,S000056,13,67.76923076923077,139.76923076923077,100.07692307692308,U0056,2024-01-18 07:16:08.000000,2024-01-18 07:22:08.000000,360.0,0.0361111111111111,0,Human,Human,1,0,2.1666666666666665,0.18824786324786327,1,-0.44951335603778986,0,1,0,0
56,S000057,15,68.46666666666667,92.46666666666668,70.73333333333333,U0057,2024-01-29 16:15:43.000000,2024-01-29 16:22:43.000000,420.0,0.0357142857142857,0,Human,Human,1,0,2.142857142857143,0.16301587301587303,1,-0.45450258284477874,0,1,0,0
57,S000058,10,74.0,136.0,98.2,U0058,2024-01-18 03:11:46.000000,2024-01-18 03:16:16.000000,270.0,0.037037037037037,0,Human,Human,1,0,2.2222222222222223,0.2740740740740741,1,-0.44141914471624516,0,1,0,0
58,S000059,3,44.333333333333336,126.66666666666669,112.33333333333331,U0059,2024-01-20 18:01:07.000000,2024-01-20 18:02:07.000000,60.0,0.05,15,Human,Human,-1,1,3.0,0.7388888888888889,-1,-0.6556925913188455,1,-1,1,1
59,S000060,13,69.61538461538461,118.6153846153846,105.3846153846154,U0060,2024-01-17 02:12:25.000000,2024-01-17 02:18:25.000000,360.0,0.0361111111111111,0,Human,Human,1,0,2.1666666666666665,0.19337606837606838,1,-0.4015508436420958,0,1,0,0
60,S000061,14,73.92857142857143,111.78571428571428,99.07142857142856,U0061,2024-01-28 09:14:23.000000,2024-01-28 09:20:53.000000,390.0,0.0358974358974358,0,Human,Human,1,0,2.1538461538461537,0.18956043956043955,1,-0.40725584165176026,0,1,0,0
61,S000062,8,79.625,101.125,99.75,U0062,2024-01-04 08:06:37.000000,2024-01-04 08:10:07.000000,210.0,0.0380952380952381,0,Human,Human,1,0,2.2857142857142856,0.37916666666666665,1,-0.4541399987398492,0,1,0,0
62,S000063,13,70.23076923076923,135.3846153846154,89.3076923076923,U0063,2024-01-25 01:14:19.000000,2024-01-25 01:20:19.000000,360.0,0.0361111111111111,0,Human,Human,1,0,2.1666666666666665,0.1950854700854701,1,-0.43263662123579566,0,1,0,0
63,S000064,14,66.71428571428571,91.78571428571428,97.64285714285714,U0064,2024-01-07 13:11:21.000000,2024-01-07 13:17:51.000000,390.0,0.0358974358974358,0,Human,Human,1,0,2.1538461538461537,0.17106227106227104,1,-0.4244392005552785,0,1,0,0
64,S000065,15,71.06666666666666,123.0,102.8,U0065,2024-01-17 05:15:24.000000,2024-01-17 05:22:24.000000,420.0,0.0357142857142857,0,Human,Human,1,0,2.142857142857143,0.1692063492063492,1,-0.4430210049144392,0,1,0,0
65,S000066,13,66.6923076923077,110.6923076923077,100.3846153846154,U0066,2024-01-29 21:09:57.000000,2024-01-29 21:15:57.000000,360.0,0.0361111111111111,0,Human,Human,1,0,2.1666666666666665,0.18525641025641026,1,-0.39906261319288294,0,1,0,0
66,S000067,9,68.77777777777777,135.33333333333334,116.88888888888889,U0067,2024-01-19 10:06:39.000000,2024-01-19 10:10:39.000000,240.0,0.0375,0,Human,Human,1,0,2.25,0.28657407407407404,1,-0.43950986435975703,0,1,0,0
67,S000068,7,67.0,116.71428571428572,102.42857142857144,U0068,2024-01-11 04:05:41.000000,2024-01-11 04:08:41.000000,180.0,0.0388888888888888,0,Human,Human,1,0,2.3333333333333335,0.37222222222222223,1,-0.4171649873498939,0,1,0,0
68,S000069,9,67.33333333333333,80.88888888888889,119.22222222222224,U0069,2024-01-22 02:07:47.000000,2024-01-22 02:11:47.000000,240.0,0.0375,0,Human,Human,1,0,2.25,0.28055555555555556,1,-0.4418100686665717,0,1,0,0
69,S000070,6,67.83333333333333,147.0,52.66666666666666,U0070,2024-01-11 02:07:28.000000,2024-01-11 02:09:58.000000,150.0,0.04,0,Human,Human,1,0,2.4,0.4522222222222222,1,-0.49227177412403555,0,1,0,0
70,S000071,5,76.8,87.0,74.4,U0071,2024-01-11 15:04:06.000000,2024-01-11 15:06:06.000000,120.0,0.0416666666666666,0,Human,Human,1,0,2.5,0.64,1,-0.4858275195613881,0,1,0,0
71,S000072,13,66.07692307692308,135.3846153846154,64.61538461538461,U0072,2024-01-28 02:13:24.000000,2024-01-28 02:19:24.000000,360.0,0.0361111111111111,0,Human,Human,1,0,2.1666666666666665,0.18354700854700856,1,-0.44460423388216735,0,1,0,0
72,S000073,11,78.81818181818181,108.27272727272728,70.36363636363636,U0073,2024-01-10 15:10:07.000000,2024-01-10 15:15:07.000000,300.0,0.0366666666666666,0,Human,Human,1,0,2.2,0.2627272727272727,1,-0.43648276414798326,0,1,0,0
73,S000074,4,71.25,84.0,91.75,U0074,2024-01-28 12:04:01.000000,2024-01-28 12:05:31.000000,90.0,0.0444444444444444,0,Human,Human,1,0,2.6666666666666665,0.7916666666666666,1,-0.5155221407922121,0,1,0,0
74,S000075,3,74.0,50.0,52.333333333333336,U0075,2024-01-23 12:02:23.000000,2024-01-23 12:03:23.000000,60.0,0.05,0,Human,Human,-1,1,3.0,1.2333333333333334,-1,-0.6053639660549749,1,-1,1,1
75,S000076,3,65.33333333333333,76.66666666666667,86.0,U0076,2024-01-02 16:01:49.000000,2024-01-02 16:02:49.000000,60.0,0.05,0,Human,Human,1,0,3.0,1.0888888888888888,-1,-0.564761287945157,1,1,0,1
76,S000077,11,69.27272727272727,101.0909090909091,79.0,U0077,2024-01-07 15:09:41.000000,2024-01-07 15:14:41.000000,300.0,0.0366666666666666,0,Human,Human,1,0,2.2,0.2309090909090909,1,-0.3985857554426435,0,1,0,0
77,S000078,15,69.53333333333333,103.6,92.8,U0078,2024-01-11 21:14:20.000000,2024-01-11 21:21:20.000000,420.0,0.0357142857142857,0,Human,Human,1,0,2.142857142857143,0.16555555555555554,1,-0.43547784913256293,0,1,0,0
78,S000079,14,68.64285714285714,107.07142857142856,85.85714285714286,U0079,2024-01-17 01:08:57.000000,2024-01-17 01:15:27.000000,390.0,0.0358974358974358,0,Human,Human,1,0,2.1538461538461537,0.176007326007326,1,-0.3992845821112956,0,1,0,0
79,S000080,5,68.8,89.6,50.4,U0080,2024-01-14 23:03:56.000000,2024-01-14 23:05:56.000000,120.0,0.0416666666666666,0,Human,Human,1,0,2.5,0.5733333333333334,1,-0.4682055060321049,0,1,0,0
80,S000081,4,56.25,135.5,80.0,U0081,2024-01-28 12:03:17.000000,2024-01-28 12:04:47.000000,90.0,0.0444444444444444,0,Human,Human,-1,1,2.6666666666666665,0.625,-1,-0.5782122967070289,1,-1,1,1
81,S000082,9,70.44444444444444,120.0,88.22222222222223,U0082,2024-01-30 03:08:41.000000,2024-01-30 03:12:41.000000,240.0,0.0375,0,Human,Human,1,0,2.25,0.2935185185185185,1,-0.40808877164390844,0,1,0,0
82,S000083,15,65.46666666666667,114.53333333333332,95.86666666666666,U0083,2024-01-02 06:16:50.000000,2024-01-02 06:23:50.000000,420.0,0.0357142857142857,0,Human,Human,1,0,2.142857142857143,0.15587301587301589,1,-0.450986341071378,0,1,0,0
83,S000084,9,73.44444444444444,147.22222222222223,68.22222222222223,U0084,2024-01-29 06:09:00.000000,2024-01-29 06:13:00.000000,240.0,0.0375,0,Human,Human,1,0,2.25,0.3060185185185185,1,-0.4816764575641165,0,1,0,0
84,S000085,8,83.375,123.0,87.0,U0085,2024-01-11 03:06:38.000000,2024-01-11 03:10:08.000000,210.0,0.0380952380952381,0,Human,Human,1,0,2.2857142857142856,0.3970238095238095,1,-0.4956069223079994,0,1,0,0
85,S000086,3,87.66666666666667,82.33333333333333,126.33333333333331,U0086,2024-01-13 13:02:23.000000,2024-01-13 13:03:23.000000,60.0,0.05,0,Human,Human,-1,1,3.0,1.4611111111111112,-1,-0.6461311786541194,1,-1,1,1
86,S000087,13,68.38461538461539,110.6153846153846,91.6153846153846,U0087,2024-01-19 09:08:26.000000,2024-01-19 09:14:26.000000,360.0,0.0361111111111111,0,Human,Human,1,0,2.1666666666666665,0.18995726495726498,1,-0.3958018648354665,0,1,0,0
87,S000088,8,76.75,129.25,74.0,U0088,2024-01-29 12:08:57.000000,2024-01-29 12:12:27.000000,210.0,0.0380952380952381,0,Human,Human,1,0,2.2857142857142856,0.36547619047619045,1,-0.44473123680012494,0,1,0,0
88,S000089,12,74.16666666666667,113.83333333333331,88.33333333333333,U0089,2024-01-07 07:12:54.000000,2024-01-07 07:18:24.000000,330.0,0.0363636363636363,0,Human,Human,1,0,2.1818181818181817,0.22474747474747475,1,-0.3973052625735314,0,1,0,0
89,S000090,7,73.42857142857143,97.71428571428572,104.71428571428572,U0090,2024-01-14 06:04:46.000000,2024-01-14 06:07:46.000000,180.0,0.0388888888888888,0,Human,Human,1,0,2.3333333333333335,0.40793650793650793,1,-0.4385861667955253,0,1,0,0
90,S000091,6,69.16666666666667,109.16666666666669,95.33333333333331,U0091,2024-01-03 11:06:37.000000,2024-01-03 11:09:07.000000,150.0,0.04,0,Human,Human,1,0,2.4,0.46111111111111114,1,-0.4384021152092698,0,1,0,0
91,S000092,3,72.0,140.0,67.33333333333333,U0092,2024-01-17 11:01:36.000000,2024-01-17 11:02:36.000000,60.0,0.05,0,Human,Human,-1,1,3.0,1.2,-1,-0.5899570430588037,1,-1,1,1
92,S000093,6,66.5,125.33333333333331,111.0,U0093,2024-01-01 08:05:03.000000,2024-01-01 08:07:33.000000,150.0,0.04,0,Human,Human,1,0,2.4,0.44333333333333336,1,-0.44124764845337167,0,1,0,0
93,S000094,7,71.28571428571429,125.85714285714286,92.28571428571428,U0094,2024-01-14 20:08:03.000000,2024-01-14 20:11:03.000000,180.0,0.0388888888888888,0,Human,Human,1,0,2.3333333333333335,0.39603174603174607,1,-0.4264792903996752,0,1,0,0
94,S000095,10,58.5,88.0,102.7,U0095,2024-01-05 03:09:38.000000,2024-01-05 03:14:08.000000,270.0,0.037037037037037,0,Human,Human,1,0,2.2222222222222223,0.21666666666666667,1,-0.47827210085617017,0,-1,1,0
95,S000096,7,73.28571428571429,111.14285714285714,75.71428571428571,U0096,2024-01-20 06:06:09.000000,2024-01-20 06:09:09.000000,180.0,0.0388888888888888,0,Human,Human,1,0,2.3333333333333335,0.4071428571428572,1,-0.4293715963839716,0,1,0,0
96,S000097,5,78.4,87.6,61.4,U0097,2024-01-14 01:05:45.000000,2024-01-14 01:07:45.000000,120.0,0.0416666666666666,0,Human,Human,1,0,2.5,0.6533333333333334,1,-0.4914345206590714,0,1,0,0
97,S000098,11,66.27272727272727,114.1818181818182,107.8181818181818,U0098,2024-01-26 03:10:07.000000,2024-01-26 03:15:07.000000,300.0,0.0366666666666666,0,Human,Human,1,0,2.2,0.2209090909090909,1,-0.3957613329619481,0,1,0,0
98,S000099,6,68.0,74.16666666666667,112.16666666666669,U0099,2024-01-23 07:02:34.000000,2024-01-23 07:05:04.000000,150.0,0.04,0,Human,Human,1,0,2.4,0.4533333333333333,1,-0.47629850206621105,0,1,0,0
99,S000100,3,79.0,83.33333333333333,95.0,U0100,2024-01-08 10:01:56.000000,2024-01-08 10:02:56.000000,60.0,0.05,0,Human,Human,1,0,3.0,1.3166666666666667,-1,-0.5793485675227548,1,1,0,1
100,S000101,7,69.42857142857143,153.71428571428572,89.57142857142857,U0101,2024-01-27 12:06:42.000000,2024-01-27 12:09:42.000000,180.0,0.0388888888888888,0,Human,Human,1,0,2.3333333333333335,0.38571428571428573,1,-0.5089301850078359,0,1,0,0
101,S000102,10,74.3,117.6,113.0,U0102,2024-01-06 13:09:27.000000,2024-01-06 13:13:57.000000,270.0,0.037037037037037,0,Human,Human,1,0,2.2222222222222223,0.2751851851851852,1,-0.40881525299166727,0,1,0,0
102,S000103,3,64.0,128.0,128.33333333333334,U0103,2024-01-12 20:02:50.000000,2024-01-12 20:03:50.000000,60.0,0.05,0,Human,Human,1,0,3.0,1.0666666666666667,-1,-0.5794783591206855,1,1,0,1
103,S000104,4,84.75,115.75,112.25,U0104,2024-01-01 18:05:08.000000,2024-01-01 18:06:38.000000,90.0,0.0444444444444444,0,Human,Human,-1,1,2.6666666666666665,0.9416666666666667,-1,-0.5598630611730713,1,1,0,1
104,S000105,11,71.27272727272727,120.72727272727272,103.1818181818182,U0105,2024-01-15 03:09:02.000000,2024-01-15 03:14:02.000000,300.0,0.0366666666666666,0,Human,Human,1,0,2.2,0.23757575757575755,1,-0.39902782599702485,0,1,0,0
105,S000106,14,77.78571428571429,112.71428571428572,85.14285714285714,U0106,2024-01-08 13:14:32.000000,2024-01-08 13:21:02.000000,390.0,0.0358974358974358,0,Human,Human,1,0,2.1538461538461537,0.19945054945054946,1,-0.43708788045729835,0,1,0,0
106,S000107,3,80.66666666666667,131.33333333333334,132.66666666666666,U0107,2024-01-07 05:02:07.000000,2024-01-07 05:03:07.000000,60.0,0.05,0,Human,Human,-1,1,3.0,1.3444444444444446,-1,-0.6182540392467271,1,1,0,1
107,S000108,14,62.85714285714285,113.21428571428572,104.0,U0108,2024-01-13 06:13:45.000000,2024-01-13 06:20:15.000000,390.0,0.0358974358974358,0,Human,Human,1,0,2.1538461538461537,0.16117216117216115,1,-0.44228141497152607,0,1,0,0
108,S000109,8,72.25,122.375,86.25,U0109,2024-01-04 22:06:07.000000,2024-01-04 22:09:37.000000,210.0,0.0380952380952381,0,Human,Human,1,0,2.2857142857142856,0.34404761904761905,1,-0.41743381288328646,0,1,0,0
109,S000110,4,50.25,70.5,61.25,U0110,2024-01-04 12:03:49.000000,2024-01-04 12:05:19.000000,90.0,0.0444444444444444,0,Human,Human,-1,1,2.6666666666666665,0.5583333333333333,-1,-0.6139636462255982,1,-1,1,1
110,S000111,6,75.16666666666667,120.66666666666669,82.66666666666667,U0111,2024-01-25 12:05:18.000000,2024-01-25 12:07:48.000000,150.0,0.04,0,Human,Human,1,0,2.4,0.5011111111111112,1,-0.45962760602510944,0,1,0,0
