index,session_id,total_pages,avg_scroll_depth,avg_mouse_movements,avg_time_on_page,user_id,first_timestamp,last_timestamp,session_duration_sec,requests_per_sec,bot_score,classification
133,S000134,14,76.57142857142857,107.92857142857143,124.85714285714286,U0134,2024-01-27 14:12:46.000000,2024-01-27 14:19:16.000000,390.0,0.035897435897435895,0,Human
134,S000135,8,72.625,118.875,78.375,U0135,2024-01-16 00:06:11.000000,2024-01-16 00:09:41.000000,210.0,0.0380952380952381,0,Human
135,S000136,5,71.0,97.0,115.6,U0136,2024-01-07 15:03:21.000000,2024-01-07 15:05:21.000000,120.0,0.041666666666666664,0,Human
136,S000137,8,62.0,101.75,111.75,U0137,2024-01-15 06:06:33.000000,2024-01-15 06:10:03.000000,210.0,0.0380952380952381,0,Human
137,S000138,9,71.11111111111111,107.66666666666667,81.77777777777777,U0138,2024-01-04 15:07:27.000000,2024-01-04 15:11:27.000000,240.0,0.0375,0,Human
138,S000139,14,67.07142857142857,104.78571428571429,99.92857142857143,U0139,2024-01-05 19:15:22.000000,2024-01-05 19:21:52.000000,390.0,0.035897435897435895,0,Human
139,S000140,14,78.5,127.71428571428571,104.07142857142857,U0140,2024-01-24 22:16:05.000000,2024-01-24 22:22:35.000000,390.0,0.035897435897435895,0,Human
140,S000141,12,66.33333333333333,108.08333333333333,104.16666666666667,U0141,2024-01-28 23:12:42.000000,2024-01-28 23:18:12.000000,330.0,0.03636363636363636,0,Human
141,S000142,15,66.53333333333333,115.4,106.86666666666666,U0142,2024-01-09 15:20:19.000000,2024-01-09 15:27:19.000000,420.0,0.03571428571428571,0,Human
142,S000143,14,66.5,113.28571428571429,103.07142857142857,U0143,2024-01-26 04:15:10.000000,2024-01-26 04:21:40.000000,390.0,0.035897435897435895,0,Human
143,S000144,12,72.58333333333333,108.75,97.91666666666667,U0144,2024-01-26 15:09:20.000000,2024-01-26 15:14:50.000000,330.0,0.03636363636363636,0,Human
144,S000145,12,64.0,98.33333333333333,114.33333333333333,U0145,2024-01-05 15:12:12.000000,2024-01-05 15:17:42.000000,330.0,0.03636363636363636,0,Human
145,S000146,8,70.875,126.875,90.125,U0146,2024-01-09 06:10:32.000000,2024-01-09 06:14:02.000000,210.0,0.0380952380952381,0,Human
146,S000147,12,73.0,112.91666666666667,74.5,U0147,2024-01-08 23:11:16.000000,2024-01-08 23:16:46.000000,330.0,0.03636363636363636,0,Human
147,S000148,14,64.14285714285714,126.28571428571429,102.42857142857143,U0148,2024-01-29 02:10:52.000000,2024-01-29 02:17:22.000000,390.0,0.035897435897435895,0,Human
148,S000149,10,66.9,108.7,125.2,U0149,2024-01-30 19:07:06.000000,2024-01-30 19:11:36.000000,270.0,0.037037037037037035,0,Human
149,S000150,8,69.5,119.375,101.5,U0150,2024-01-03 19:06:58.000000,2024-01-03 19:10:28.000000,210.0,0.0380952380952381,0,Human
150,S000151,7,72.0,138.28571428571428,65.57142857142857,U0151,2024-01-23 16:05:08.000000,2024-01-23 16:08:08.000000,180.0,0.03888888888888889,0,Human
151,S000152,14,67.78571428571429,137.28571428571428,114.14285714285714,U0152,2024-01-14 13:12:11.000000,2024-01-14 13:18:41.000000,390.0,0.035897435897435895,0,Human
152,S000153,10,68.2,139.3,71.4,U0153,2024-01-12 22:09:25.000000,2024-01-12 22:13:55.000000,270.0,0.037037037037037035,0,Human
153,S000154,5,78.4,82.8,98.4,U0154,2024-01-11 18:05:50.000000,2024-01-11 18:07:50.000000,120.0,0.041666666666666664,0,Human
154,S000155,5,64.6,128.0,69.2,U0155,2024-01-26 09:05:15.000000,2024-01-26 09:07:15.000000,120.0,0.041666666666666664,0,Human
155,S000156,10,69.9,114.4,83.8,U0156,2024-01-17 15:08:46.000000,2024-01-17 15:13:16.000000,270.0,0.037037037037037035,0,Human
156,S000157,3,85.66666666666667,106.33333333333333,99.33333333333333,U0157,2024-01-02 10:01:51.000000,2024-01-02 10:02:51.000000,60.0,0.05,0,Human
157,S000158,7,64.85714285714286,102.14285714285714,93.0,U0158,2024-01-11 19:07:10.000000,2024-01-11 19:10:10.000000,180.0,0.03888888888888889,0,Human
158,S000159,10,70.1,131.5,111.8,U0159,2024-01-05 12:07:11.000000,2024-01-05 12:11:41.000000,270.0,0.037037037037037035,0,Human
159,S000160,10,63.2,130.9,119.2,U0160,2024-01-04 10:09:11.000000,2024-01-04 10:13:41.000000,270.0,0.037037037037037035,0,Human
160,S000161,4,74.25,123.0,71.0,U0161,2024-01-10 22:02:06.000000,2024-01-10 22:03:36.000000,90.0,0.044444444444444446,0,Human
161,S000162,10,70.5,100.0,82.4,U0162,2024-01-05 20:09:32.000000,2024-01-05 20:14:02.000000,270.0,0.037037037037037035,0,Human
162,S000163,14,61.42857142857143,101.28571428571429,92.71428571428571,U0163,2024-01-18 18:13:52.000000,2024-01-18 18:20:22.000000,390.0,0.035897435897435895,0,Human
163,S000164,12,69.41666666666667,97.08333333333333,93.58333333333333,U0164,2024-01-19 23:10:45.000000,2024-01-19 23:16:15.000000,330.0,0.03636363636363636,0,Human
164,S000165,9,62.77777777777778,140.0,71.44444444444444,U0165,2024-01-04 16:08:29.000000,2024-01-04 16:12:29.000000,240.0,0.0375,0,Human
165,S000166,3,53.333333333333336,164.66666666666666,151.66666666666666,U0166,2024-01-04 20:02:46.000000,2024-01-04 20:03:46.000000,60.0,0.05,0,Human
166,S000167,9,71.0,110.11111111111111,95.55555555555556,U0167,2024-01-04 00:12:30.000000,2024-01-04 00:16:30.000000,240.0,0.0375,0,Human
167,S000168,8,67.625,102.625,64.375,U0168,2024-01-14 16:07:53.000000,2024-01-14 16:11:23.000000,210.0,0.0380952380952381,0,Human
168,S000169,11,69.0,93.36363636363636,92.72727272727273,U0169,2024-01-30 02:10:27.000000,2024-01-30 02:15:27.000000,300.0,0.03666666666666667,0,Human
169,S000170,8,85.25,85.125,112.875,U0170,2024-01-02 18:07:44.000000,2024-01-02 18:11:14.000000,210.0,0.0380952380952381,0,Human
170,S000171,14,69.21428571428571,131.71428571428572,92.71428571428571,U0171,2024-01-25 02:11:28.000000,2024-01-25 02:17:58.000000,390.0,0.035897435897435895,0,Human
171,S000172,4,61.25,114.25,95.75,U0172,2024-01-26 12:02:33.000000,2024-01-26 12:04:03.000000,90.0,0.044444444444444446,0,Human
172,S000173,3,74.66666666666667,154.0,132.0,U0173,2024-01-21 22:00:32.000000,2024-01-21 22:01:32.000000,60.0,0.05,0,Human
173,S000174,5,81.4,106.4,75.4,U0174,2024-01-18 19:04:29.000000,2024-01-18 19:06:29.000000,120.0,0.041666666666666664,0,Human
