timestamp,user_id,session_id,page_url,ip_address,user_agent,referrer,time_on_page,scroll_depth,mouse_movements,form_interactions
2024-01-01 04:06:20.000000,A1021,S001021,/search,9.26.39.39,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/home,41,32,21,0
2024-01-01 04:06:40.000000,A1021,S001021,/products,9.26.39.39,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/search,22,60,49,0
2024-01-01 04:07:00.000000,A1021,S001021,/category/books,9.26.39.39,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/products,61,38,77,0
2024-01-01 04:07:20.000000,A1021,S001021,/about,9.26.39.39,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/category/books,48,85,35,0
2024-01-01 04:07:40.000000,A1021,S001021,/products,9.26.39.39,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/about,10,88,55,0
2024-01-01 04:08:00.000000,A1021,S001021,/product/123,9.26.39.39,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/products,33,82,31,0
2024-01-01 04:08:20.000000,A1021,S001021,/products,9.26.39.39,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/product/123,53,72,79,0
2024-01-01 04:08:40.000000,A1021,S001021,/product/456,9.26.39.39,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/products,68,73,40,0
2024-01-01 04:09:00.000000,A1021,S001021,/category/clothing,9.26.39.39,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/product/456,17,61,40,0
2024-01-01 04:09:20.000000,A1021,S001021,/help,9.26.39.39,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/category/clothing,30,36,67,0
2024-01-01 04:09:40.000000,A1021,S001021,/about,9.26.39.39,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/help,60,53,66,0
2024-01-01 05:14:48.000000,U0613,S000613,/home,215.240.211.83,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,google.com,152,90,110,0
2024-01-01 05:15:18.000000,U0613,S000613,/search,215.240.211.83,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/home,140,40,108,1
2024-01-01 05:15:48.000000,U0613,S000613,/products,215.240.211.83,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/search,98,74,40,0
2024-01-01 05:16:18.000000,U0613,S000613,/home,215.240.211.83,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/products,34,60,135,0
2024-01-01 05:16:48.000000,U0613,S000613,/search,215.240.211.83,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/home,76,57,178,1
2024-01-01 05:17:18.000000,U0613,S000613,/login,215.240.211.83,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/search,110,82,113,1
2024-01-01 05:17:48.000000,U0613,S000613,/cart,215.240.211.83,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/login,73,78,190,0
2024-01-01 05:18:18.000000,U0613,S000613,/cart,215.240.211.83,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/cart,39,98,121,0
2024-01-01 05:18:48.000000,U0613,S000613,/products,215.240.211.83,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/cart,22,81,145,0
2024-01-01 05:19:18.000000,U0613,S000613,/home,215.240.211.83,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/products,131,40,32,0
2024-01-01 05:19:48.000000,U0613,S000613,/search,215.240.211.83,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/home,82,40,170,1
2024-01-01 05:20:18.000000,U0613,S000613,/search,215.240.211.83,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/search,72,97,23,1
2024-01-01 05:20:48.000000,U0613,S000613,/faq,215.240.211.83,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/search,89,60,99,0
2024-01-01 05:21:18.000000,U0613,S000613,/product/123,215.240.211.83,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/faq,40,74,90,0
2024-01-01 06:00:01.640172,B0870,S000870,/wishlist,145.144.204.51,curl/7.68.0,direct,3,0,0,0
2024-01-01 06:00:03.901045,B0870,S000870,/category/books,145.144.204.51,curl/7.68.0,direct,1,0,0,0
2024-01-01 06:00:05.000000,M0921,S000921,/wishlist,67.37.189.44,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15,google.com,17,31,17,0
2024-01-01 06:00:06.322787,B0870,S000870,/login,145.144.204.51,curl/7.68.0,direct,4,0,0,0
2024-01-01 06:00:09.158697,B0870,S000870,/contact,145.144.204.51,curl/7.68.0,direct,4,0,0,0
2024-01-01 06:00:10.554704,B0870,S000870,/faq,145.144.204.51,curl/7.68.0,direct,2,0,0,0
2024-01-01 06:00:12.435816,B0870,S000870,/category/electronics,145.144.204.51,curl/7.68.0,direct,2,0,0,0
2024-01-01 06:00:13.000000,M0921,S000921,/contact,67.37.189.44,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/home,13,31,0,0
2024-01-01 06:00:14.806447,B0870,S000870,/cart,145.144.204.51,curl/7.68.0,direct,2,0,0,0
2024-01-01 06:00:16.763194,B0870,S000870,/contact,145.144.204.51,curl/7.68.0,direct,0,0,0,0
2024-01-01 06:00:17.753555,B0870,S000870,/checkout,145.144.204.51,curl/7.68.0,direct,5,0,0,0
2024-01-01 06:00:18.339977,B0870,S000870,/contact,145.144.204.51,curl/7.68.0,direct,4,0,0,0
2024-01-01 06:00:19.008279,B0870,S000870,/about,145.144.204.51,curl/7.68.0,direct,0,0,0,0
2024-01-01 06:00:20.962867,B0870,S000870,/checkout,145.144.204.51,curl/7.68.0,direct,5,0,0,0
2024-01-01 06:00:23.184778,B0870,S000870,/product/456,145.144.204.51,curl/7.68.0,direct,5,0,0,0
2024-01-01 06:00:25.444776,B0870,S000870,/product/456,145.144.204.51,curl/7.68.0,direct,0,0,0,0
2024-01-01 06:00:27.436402,B0870,S000870,/orders,145.144.204.51,curl/7.68.0,direct,2,0,0,0
2024-01-01 06:00:28.000000,M0921,S000921,/product/123,67.37.189.44,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/products,21,37,15,0
2024-01-01 06:00:28.792964,B0870,S000870,/login,145.144.204.51,curl/7.68.0,direct,3,0,0,0
2024-01-01 06:00:29.866410,B0870,S000870,/category/electronics,145.144.204.51,curl/7.68.0,direct,5,0,0,0
2024-01-01 06:00:31.879926,B0870,S000870,/contact,145.144.204.51,curl/7.68.0,direct,5,0,0,0
2024-01-01 06:00:32.456022,B0870,S000870,/product/123,145.144.204.51,curl/7.68.0,direct,3,0,0,0
2024-01-01 06:00:43.000000,M0921,S000921,/orders,67.37.189.44,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/product/123,24,43,11,0
2024-01-01 06:00:58.000000,M0921,S000921,/products,67.37.189.44,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/product/456,8,43,9,0
2024-01-01 06:01:07.000000,M0921,S000921,/account,67.37.189.44,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/product/789,6,47,19,0
2024-01-01 06:01:20.000000,M0921,S000921,/login,67.37.189.44,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/cart,18,31,4,0
2024-01-01 06:01:35.000000,M0921,S000921,/contact,67.37.189.44,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/checkout,6,47,4,0
2024-01-01 08:05:03.000000,U0093,S000093,/home,65.156.140.109,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,direct,36,40,150,0
2024-01-01 08:05:33.000000,U0093,S000093,/search,65.156.140.109,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/home,179,93,115,1
2024-01-01 08:06:03.000000,U0093,S000093,/account,65.156.140.109,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/search,153,81,172,0
2024-01-01 08:06:33.000000,U0093,S000093,/wishlist,65.156.140.109,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/account,165,58,96,0
2024-01-01 08:07:03.000000,U0093,S000093,/faq,65.156.140.109,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/wishlist,37,70,36,0
2024-01-01 08:07:33.000000,U0093,S000093,/help,65.156.140.109,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/faq,96,57,183,0
2024-01-01 09:06:39.000000,A1046,S001046,/home,89.115.49.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,google.com,49,30,24,0
2024-01-01 09:06:59.000000,A1046,S001046,/products,89.115.49.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/home,45,54,64,0
2024-01-01 09:07:19.000000,A1046,S001046,/faq,89.115.49.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/products,20,85,45,0
2024-01-01 09:07:39.000000,A1046,S001046,/cart,89.115.49.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/faq,61,32,74,0
2024-01-01 09:07:59.000000,A1046,S001046,/contact,89.115.49.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/cart,73,39,77,0
2024-01-01 09:08:19.000000,A1046,S001046,/login,89.115.49.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/contact,30,32,51,0
2024-01-01 09:08:39.000000,A1046,S001046,/cart,89.115.49.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/login,56,33,15,0
2024-01-01 09:08:59.000000,A1046,S001046,/checkout,89.115.49.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/cart,65,77,41,0
2024-01-01 09:09:19.000000,A1046,S001046,/home,89.115.49.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/checkout,54,44,45,0
2024-01-01 09:09:39.000000,A1046,S001046,/products,89.115.49.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/home,36,53,18,0
2024-01-01 09:09:59.000000,A1046,S001046,/account,89.115.49.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/products,24,55,38,0
2024-01-01 09:10:19.000000,A1046,S001046,/cart,89.115.49.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/account,63,38,56,0
2024-01-01 09:10:39.000000,A1046,S001046,/help,89.115.49.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/cart,18,32,54,0
2024-01-01 09:10:59.000000,A1046,S001046,/reviews,89.115.49.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/help,83,47,63,0
2024-01-01 09:11:19.000000,A1046,S001046,/faq,89.115.49.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/reviews,25,61,46,0
2024-01-01 09:12:58.000000,U0625,S000625,/home,173.247.169.210,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15,google.com,57,89,130,0
2024-01-01 09:13:28.000000,U0625,S000625,/search,173.247.169.210,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/home,170,86,58,1
2024-01-01 09:13:58.000000,U0625,S000625,/contact,173.247.169.210,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/search,42,71,135,0
2024-01-01 09:14:28.000000,U0625,S000625,/category/clothing,173.247.169.210,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/contact,129,69,75,0
2024-01-01 09:14:58.000000,U0625,S000625,/account,173.247.169.210,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/category/clothing,62,100,39,0
2024-01-01 09:15:28.000000,U0625,S000625,/category/books,173.247.169.210,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/account,116,96,149,0
2024-01-01 09:15:58.000000,U0625,S000625,/faq,173.247.169.210,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/category/books,18,65,122,0
2024-01-01 09:16:28.000000,U0625,S000625,/product/123,173.247.169.210,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/faq,86,86,142,0
2024-01-01 09:16:58.000000,U0625,S000625,/products,173.247.169.210,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/product/123,17,99,133,0
2024-01-01 09:17:28.000000,U0625,S000625,/cart,173.247.169.210,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/products,10,53,162,0
2024-01-01 09:17:58.000000,U0625,S000625,/cart,173.247.169.210,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/cart,102,43,80,0
2024-01-01 09:18:28.000000,U0625,S000625,/products,173.247.169.210,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/cart,106,91,28,0
2024-01-01 09:18:58.000000,U0625,S000625,/home,173.247.169.210,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/products,95,79,100,0
2024-01-01 09:19:28.000000,U0625,S000625,/products,173.247.169.210,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/home,53,79,148,0
2024-01-01 09:19:58.000000,U0625,S000625,/products,173.247.169.210,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/products,87,48,181,0
2024-01-01 10:05:23.000000,U0540,S000540,/home,248.87.60.214,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,facebook.com,101,73,46,0
2024-01-01 10:05:53.000000,U0540,S000540,/products,248.87.60.214,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/home,66,40,162,0
2024-01-01 10:06:23.000000,U0540,S000540,/cart,248.87.60.214,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/products,148,76,162,0
2024-01-01 10:06:53.000000,U0540,S000540,/products,248.87.60.214,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/cart,58,95,190,0
2024-01-01 10:07:23.000000,U0540,S000540,/cart,248.87.60.214,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/products,20,61,143,0
2024-01-01 10:07:53.000000,U0540,S000540,/cart,248.87.60.214,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/cart,88,82,158,0
2024-01-01 10:08:23.000000,U0540,S000540,/products,248.87.60.214,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/cart,151,55,178,0
2024-01-01 10:08:53.000000,U0540,S000540,/home,248.87.60.214,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/products,162,87,141,0
2024-01-01 11:12:03.000000,U0601,S000601,/home,133.157.171.11,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,email,130,84,50,0
2024-01-01 11:12:33.000000,U0601,S000601,/search,133.157.171.11,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/home,150,99,54,1
2024-01-01 11:13:03.000000,U0601,S000601,/category/electronics,133.157.171.11,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/search,56,87,66,0
2024-01-01 11:13:33.000000,U0601,S000601,/category/books,133.157.171.11,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/category/electronics,117,66,141,0
2024-01-01 11:14:03.000000,U0601,S000601,/contact,133.157.171.11,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/category/books,157,81,91,0
2024-01-01 11:14:33.000000,U0601,S000601,/products,133.157.171.11,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/contact,30,79,24,0
2024-01-01 11:15:03.000000,U0601,S000601,/products,133.157.171.11,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/products,141,68,150,0
2024-01-01 11:15:33.000000,U0601,S000601,/home,133.157.171.11,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/products,175,72,130,0
2024-01-01 11:16:03.000000,U0601,S000601,/category/electronics,133.157.171.11,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/home,94,53,148,0
2024-01-01 11:16:33.000000,U0601,S000601,/login,133.157.171.11,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/category/electronics,94,83,173,1
2024-01-01 11:17:03.000000,U0601,S000601,/home,133.157.171.11,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/login,21,64,140,0
2024-01-01 11:17:33.000000,U0601,S000601,/search,133.157.171.11,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/home,62,76,126,1
2024-01-01 11:18:03.000000,U0601,S000601,/account,133.157.171.11,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/search,62,59,194,0
2024-01-01 11:18:33.000000,U0601,S000601,/checkout,133.157.171.11,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/account,53,84,151,1
2024-01-01 11:19:03.000000,U0601,S000601,/category/clothing,133.157.171.11,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/checkout,168,95,148,0
2024-01-01 12:03:48.000000,U0130,S000130,/home,250.127.197.198,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,facebook.com,143,82,73,0
2024-01-01 12:04:18.000000,U0130,S000130,/products,250.127.197.198,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/home,131,64,194,0
2024-01-01 12:04:48.000000,U0130,S000130,/products,250.127.197.198,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/products,89,99,102,0
2024-01-01 12:05:18.000000,U0130,S000130,/cart,250.127.197.198,Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15,/products,50,80,30,0
2024-01-01 13:00:09.000000,M0913,S000913,/faq,108.199.58.186,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,google.com,25,26,7,0
